SUBJECT,CONFIGURATION,SEED,ALGORITHM,PROBE_ENABLED,CONSTANT_POOL_ENABLED,COVERAGE,COVERED_BRANCHES,TOTAL_BRANCHES,BRANCH_COVERAGE,COVERED_LINES,TOTAL_LINES,LINE_COVERAGE,COVERED_FUNCTIONS,TOTAL_FUNCTIONS,FUNCTION_COVERAGE,COVERED_PROBES,TOTAL_PROBES,PROBE_COVERAGE,INITIALIZATION_TIME,SEARCH_TIME,TOTAL_TIME,ITERATIONS,EVALUATIONS,VERSION
check-overflow.js,,0.08697212805106323,DynaMOSA,,true,0.2857142857142857,12,20,0.6,8,11,0.7272727272727273,1,1,1,,,,2.4739999771118164,60.01200008392334,62.486000061035156,194,6031,1
date-from-array.js,,0.08697212805106323,DynaMOSA,,true,0.5,4,8,0.5,6,14,0.42857142857142855,1,2,0.5,,,,0.32899999618530273,60.01099991798401,60.33999991416931,167,5204,1
date-from-array.js,,0.08697212805106323,DynaMOSA,,true,1,7,8,0.875,14,14,1,2,2,1,,,,0.29399991035461426,60.00499987602234,60.29899978637695,182,5648,1
from-anything.js,,0.08697212805106323,DynaMOSA,,true,0.3333333333333333,22,34,0.6470588235294118,41,56,0.7321428571428571,5,5,1,,,,0.5360000133514404,60.01200008392334,60.54800009727478,114,3561,1
from-anything.js,,0.08697212805106323,DynaMOSA,,true,0.6666666666666666,25,34,0.7352941176470589,46,56,0.8214285714285714,5,5,1,,,,0.4479999542236328,60.00699996948242,60.454999923706055,122,3797,1
from-array.js,,0.08697212805106323,DynaMOSA,,true,0.0851063829787234,2,52,0.038461538461538464,5,74,0.06756756756756757,2,5,0.4,,,,0.45600008964538574,60.038999795913696,60.49499988555908,115,3578,1
from-object.js,,0.08697212805106323,DynaMOSA,,true,0.3333333333333333,2,4,0.5,6,7,0.8571428571428571,2,2,1,,,,1.2920000553131104,60.01100015640259,61.3030002117157,112,3496,1
from-string-and-array.js,,0.08697212805106323,DynaMOSA,,true,0.35294117647058826,5,16,0.3125,14,29,0.4827586206896552,1,1,1,,,,0.48800015449523926,60.021000146865845,60.509000301361084,100,3104,1
from-string-and-format.js,,0.08697212805106323,DynaMOSA,,true,0.3055555555555556,19,32,0.59375,37,56,0.6607142857142857,2,4,0.5,,,,0.5299999713897705,60.02300000190735,60.55299997329712,100,3112,1
from-string.js,,0.08697212805106323,DynaMOSA,,true,0.03508771929824561,1,50,0.02,6,96,0.0625,1,9,0.1111111111111111,,,,0.5169999599456787,60.00600004196167,60.52300000190735,105,3270,1
from-string.js,,0.08697212805106323,DynaMOSA,,true,0.08771929824561403,2,50,0.04,10,96,0.10416666666666667,3,9,0.3333333333333333,,,,0.562999963760376,60.003000020980835,60.56599998474121,97,3036,1
from-string.js,,0.08697212805106323,DynaMOSA,,true,0.2982456140350877,8,50,0.16,22,96,0.22916666666666666,5,9,0.5555555555555556,,,,0.6150000095367432,60.021000146865845,60.63600015640259,85,2658,1
parsing-flags.js,,0.08697212805106323,DynaMOSA,,true,1,1,2,0.5,4,4,1,2,2,1,,,,0.5390000343322754,0,0.5390000343322754,0,30,1
valid.js,,0.08697212805106323,DynaMOSA,,true,0.45454545454545453,1,8,0.125,4,16,0.25,1,3,0.3333333333333333,,,,0.570000171661377,60.009000062942505,60.57900023460388,90,2797,1
valid.js,,0.08697212805106323,DynaMOSA,,true,1.0909090909090908,3,8,0.375,9,16,0.5625,2,3,0.6666666666666666,,,,0.5920000076293945,60.00399994850159,60.59599995613098,95,2969,1
