SUBJECT,CONFIGURATION,SEED,ALGORITHM,PROBE_ENABLED,CONSTANT_POOL_ENABLED,COVERAGE,COVERED_BRANCHES,TOTAL_BRANCHES,BRANCH_COVERAGE,COVERED_LINES,TOTAL_LINES,LINE_COVERAGE,COVERED_FUNCTIONS,TOTAL_FUNCTIONS,FUNCTION_COVERAGE,COVERED_PROBES,TOTAL_PROBES,PROBE_COVERAGE,INITIALIZATION_TIME,SEARCH_TIME,TOTAL_TIME,ITERATIONS,EVALUATIONS,VERSION
check-overflow.js,,0.06947902509349314,DynaMOSA,,true,0.09523809523809523,1,20,0.05,3,11,0.2727272727272727,1,1,1,,,,2.490999937057495,60.00600004196167,62.496999979019165,203,6295,1
date-from-array.js,,0.06947902509349314,DynaMOSA,,true,0.5,4,8,0.5,6,14,0.42857142857142855,1,2,0.5,,,,0.36100006103515625,60.01300001144409,60.37400007247925,159,4941,1
date-from-array.js,,0.06947902509349314,DynaMOSA,,true,1,7,8,0.875,14,14,1,2,2,1,,,,0.31400012969970703,60.01700019836426,60.331000328063965,172,5333,1
from-anything.js,,0.06947902509349314,DynaMOSA,,true,0.15384615384615385,7,34,0.20588235294117646,13,56,0.23214285714285715,2,5,0.4,,,,0.7070000171661377,60.01300001144409,60.72000002861023,128,3980,1
from-anything.js,,0.06947902509349314,DynaMOSA,,true,0.48717948717948717,22,34,0.6470588235294118,42,56,0.75,5,5,1,,,,0.5570001602172852,60.019999980926514,60.5770001411438,104,3236,1
from-array.js,,0.06947902509349314,DynaMOSA,,true,0.06382978723404255,1,52,0.019230769230769232,4,74,0.05405405405405406,2,5,0.4,,,,0.5390000343322754,60.01600003242493,60.5550000667572,110,3434,1
from-object.js,,0.06947902509349314,DynaMOSA,,true,0.3333333333333333,2,4,0.5,6,7,0.8571428571428571,2,2,1,,,,0.42799997329711914,60.01300001144409,60.44099998474121,121,3774,1
from-string-and-array.js,,0.06947902509349314,DynaMOSA,,true,0.058823529411764705,0,16,0,2,29,0.06896551724137931,1,1,1,,,,0.503000020980835,60.003000020980835,60.50600004196167,112,3487,1
from-string-and-format.js,,0.06947902509349314,DynaMOSA,,true,0.1111111111111111,2,32,0.0625,8,56,0.14285714285714285,1,4,0.25,,,,0.5509998798370361,60.003000020980835,60.55399990081787,104,3233,1
from-string.js,,0.06947902509349314,DynaMOSA,,true,0.03508771929824561,1,50,0.02,6,96,0.0625,1,9,0.1111111111111111,,,,0.4869999885559082,60.013999938964844,60.50099992752075,108,3370,1
from-string.js,,0.06947902509349314,DynaMOSA,,true,0.07017543859649122,1,50,0.02,8,96,0.08333333333333333,3,9,0.3333333333333333,,,,0.5490000247955322,60.003000020980835,60.55200004577637,92,2872,1
from-string.js,,0.06947902509349314,DynaMOSA,,true,0.19298245614035087,3,50,0.06,14,96,0.14583333333333334,4,9,0.4444444444444444,,,,0.6999998092651367,60.01599979400635,60.715999603271484,80,2482,1
parsing-flags.js,,0.06947902509349314,DynaMOSA,,true,1,1,2,0.5,3,4,0.75,2,2,1,,,,0.6050000190734863,0,0.6050000190734863,0,30,1
valid.js,,0.06947902509349314,DynaMOSA,,true,0.45454545454545453,1,8,0.125,4,16,0.25,1,3,0.3333333333333333,,,,0.6100001335144043,60.020999908447266,60.63100004196167,91,2837,1
valid.js,,0.06947902509349314,DynaMOSA,,true,1.0909090909090908,3,8,0.375,9,16,0.5625,2,3,0.6666666666666666,,,,0.5880000591278076,60.00399994850159,60.592000007629395,88,2746,1
