SUBJECT,CONFIGURATION,SEED,ALGORITHM,PROBE_ENABLED,CONSTANT_POOL_ENABLED,COVERAGE,COVERED_BRANCHES,TOTAL_BRANCHES,BRANCH_COVERAGE,COVERED_LINES,TOTAL_LINES,LINE_COVERAGE,COVERED_FUNCTIONS,TOTAL_FUNCTIONS,FUNCTION_COVERAGE,COVERED_PROBES,TOTAL_PROBES,PROBE_COVERAGE,INITIALIZATION_TIME,SEARCH_TIME,TOTAL_TIME,ITERATIONS,EVALUATIONS,VERSION
Matrix.js,,0.29196350762901047,DynaMOSA,,true,0.25806451612903225,2,38,0.05263157894736842,20,107,0.18691588785046728,1,24,0.041666666666666664,,,,1.8010001182556152,60.00999999046326,61.81100010871887,159,4958,1
Matrix.js,,0.29196350762901047,DynaMOSA,,true,0.45161290322580644,8,38,0.21052631578947367,31,107,0.2897196261682243,3,24,0.125,,,,0.6389999389648438,60.00800013542175,60.6470000743866,219,6798,1
Matrix.js,,0.29196350762901047,DynaMOSA,,true,0.5645161290322581,12,38,0.3157894736842105,40,107,0.37383177570093457,6,24,0.25,,,,0.2560000419616699,60.00399994850159,60.25999999046326,207,6427,1
Matrix.js,,0.29196350762901047,DynaMOSA,,true,0.7096774193548387,12,38,0.3157894736842105,41,107,0.38317757009345793,8,24,0.3333333333333333,,,,0.2889997959136963,60.00600004196167,60.294999837875366,192,5976,1
Matrix.js,,0.29196350762901047,DynaMOSA,,true,0.9032258064516129,15,38,0.39473684210526316,51,107,0.4766355140186916,10,24,0.4166666666666667,,,,0.3489999771118164,60.015000104904175,60.36400008201599,157,4883,1
Matrix.js,,0.29196350762901047,DynaMOSA,,true,1.2741935483870968,19,38,0.5,58,107,0.5420560747663551,11,24,0.4583333333333333,,,,0.3990001678466797,60.019999980926514,60.41900014877319,149,4627,1
Matrix.js,,0.29196350762901047,DynaMOSA,,true,1.4516129032258065,25,38,0.6578947368421053,66,107,0.616822429906542,13,24,0.5416666666666666,,,,3.246999979019165,60.21399998664856,63.460999965667725,23,733,1
Matrix.js,,0.29196350762901047,DynaMOSA,,true,1.5,27,38,0.7105263157894737,70,107,0.6542056074766355,14,24,0.5833333333333334,,,,0.4659998416900635,60.002999782562256,60.46899962425232,140,4354,1
Matrix.js,,0.29196350762901047,DynaMOSA,,true,1.5483870967741935,29,38,0.7631578947368421,74,107,0.6915887850467289,15,24,0.625,,,,0.4140000343322754,60.00999999046326,60.42400002479553,131,4079,1
Matrix.js,,0.29196350762901047,DynaMOSA,,true,1.6290322580645162,29,38,0.7631578947368421,75,107,0.7009345794392523,16,24,0.6666666666666666,,,,0.442000150680542,60.116000175476074,60.558000326156616,122,3790,1
Matrix.js,,0.29196350762901047,DynaMOSA,,true,2.096774193548387,31,38,0.8157894736842105,79,107,0.7383177570093458,17,24,0.7083333333333334,,,,0.5019998550415039,60.026000022888184,60.52799987792969,113,3509,1
Matrix.js,,0.29196350762901047,DynaMOSA,,true,2.1774193548387095,31,38,0.8157894736842105,80,107,0.7476635514018691,18,24,0.75,,,,0.5230000019073486,60.014999866485596,60.537999868392944,110,3438,1
