SUBJECT,CONFIGURATION,SEED,ALGORITHM,PROBE_ENABLED,CONSTANT_POOL_ENABLED,COVERAGE,COVERED_BRANCHES,TOTAL_BRANCHES,BRANCH_COVERAGE,COVERED_LINES,TOTAL_LINES,LINE_COVERAGE,COVERED_FUNCTIONS,TOTAL_FUNCTIONS,FUNCTION_COVERAGE,COVERED_PROBES,TOTAL_PROBES,PROBE_COVERAGE,INITIALIZATION_TIME,SEARCH_TIME,TOTAL_TIME,ITERATIONS,EVALUATIONS,VERSION
application.js,,0.017271591056370085,DynaMOSA,,true,0.627906976744186,34,52,0.6538461538461539,140,187,0.7486631016042781,19,26,0.7307692307692307,,,,3.8420000076293945,60.055999994277954,63.89800000190735,50,1570,1
request.js,,0.017271591056370085,DynaMOSA,,true,0.42028985507246375,11,44,0.25,58,109,0.5321100917431193,6,20,0.3,,,,1.3910000324249268,60.00599980354309,61.39699983596802,63,1983,1
response.js,,0.017271591056370085,DynaMOSA,,true,0.19383259911894274,24,174,0.13793103448275862,104,363,0.2865013774104683,12,41,0.2926829268292683,,,,8.627000093460083,60.27799987792969,68.90499997138977,8,269,1
utils.js,,0.017271591056370085,DynaMOSA,,true,0.045454545454545456,2,34,0.058823529411764705,3,76,0.039473684210526314,1,14,0.07142857142857142,,,,0.9639999866485596,60.01200008392334,60.9760000705719,115,3573,1
utils.js,,0.017271591056370085,DynaMOSA,,true,0.10606060606060606,4,34,0.11764705882352941,5,76,0.06578947368421052,3,14,0.21428571428571427,,,,0.6019999980926514,60.01699995994568,60.61899995803833,91,2838,1
utils.js,,0.017271591056370085,DynaMOSA,,true,0.19696969696969696,6,34,0.17647058823529413,9,76,0.11842105263157894,4,14,0.2857142857142857,,,,0.5290000438690186,60.01400017738342,60.54300022125244,103,3223,1
utils.js,,0.017271591056370085,DynaMOSA,,true,0.24242424242424243,8,34,0.23529411764705882,13,76,0.17105263157894737,5,14,0.35714285714285715,,,,0.5889999866485596,60.01300001144409,60.60199999809265,101,3145,1
utils.js,,0.017271591056370085,DynaMOSA,,true,0.2878787878787879,10,34,0.29411764705882354,17,76,0.2236842105263158,6,14,0.42857142857142855,,,,0.5390000343322754,60.02199983596802,60.56099987030029,98,3063,1
utils.js,,0.017271591056370085,DynaMOSA,,true,0.45454545454545453,18,34,0.5294117647058824,25,76,0.32894736842105265,7,14,0.5,,,,0.5299999713897705,60.01300001144409,60.54299998283386,109,3395,1
utils.js,,0.017271591056370085,DynaMOSA,,true,0.5,20,34,0.5882352941176471,28,76,0.3684210526315789,8,14,0.5714285714285714,,,,0.6009998321533203,60.021000146865845,60.621999979019165,89,2765,1
view.js,,0.017271591056370085,DynaMOSA,,true,0.08695652173913043,1,16,0.0625,7,56,0.125,1,5,0.2,,,,0.6579999923706055,60.01700019836426,60.67500019073486,83,2587,1
init.js,,0.017271591056370085,DynaMOSA,,true,0.5,0,2,0,1,11,0.09090909090909091,1,2,0.5,,,,0.5750000476837158,60.00600004196167,60.581000089645386,96,2983,1
query.js,,0.017271591056370085,DynaMOSA,,true,0.625,4,6,0.6666666666666666,8,16,0.5,1,2,0.5,,,,0.5989999771118164,60.02300000190735,60.621999979019165,89,2786,1
