SUBJECT,CONFIGURATION,SEED,ALGORITHM,PROBE_ENABLED,CONSTANT_POOL_ENABLED,COVERAGE,COVERED_BRANCHES,TOTAL_BRANCHES,BRANCH_COVERAGE,COVERED_LINES,TOTAL_LINES,LINE_COVERAGE,COVERED_FUNCTIONS,TOTAL_FUNCTIONS,FUNCTION_COVERAGE,COVERED_PROBES,TOTAL_PROBES,PROBE_COVERAGE,INITIALIZATION_TIME,SEARCH_TIME,TOTAL_TIME,ITERATIONS,EVALUATIONS,VERSION
application.js,,0.32564631103521485,DynaMOSA,,true,0.6162790697674418,33,52,0.6346153846153846,135,187,0.7219251336898396,18,26,0.6923076923076923,,,,3.8359999656677246,60.06500005722046,63.901000022888184,50,1572,1
request.js,,0.32564631103521485,DynaMOSA,,true,0.42028985507246375,12,44,0.2727272727272727,61,109,0.5596330275229358,7,20,0.35,,,,1.1080000400543213,60.03699994087219,61.144999980926514,59,1859,1
response.js,,0.32564631103521485,DynaMOSA,,true,0.18502202643171806,21,174,0.1206896551724138,102,363,0.2809917355371901,12,41,0.2926829268292683,,,,8.805999994277954,60.14999985694885,68.9559998512268,8,263,1
utils.js,,0.32564631103521485,DynaMOSA,,true,0.045454545454545456,3,34,0.08823529411764706,3,76,0.039473684210526314,1,14,0.07142857142857142,,,,0.5299999713897705,60.01100015640259,60.54100012779236,114,3562,1
utils.js,,0.32564631103521485,DynaMOSA,,true,0.10606060606060606,5,34,0.14705882352941177,5,76,0.06578947368421052,3,14,0.21428571428571427,,,,0.6039998531341553,60.00800013542175,60.61199998855591,91,2824,1
utils.js,,0.32564631103521485,DynaMOSA,,true,0.19696969696969696,7,34,0.20588235294117646,9,76,0.11842105263157894,4,14,0.2857142857142857,,,,0.5580000877380371,60.003000020980835,60.56100010871887,105,3285,1
utils.js,,0.32564631103521485,DynaMOSA,,true,0.24242424242424243,9,34,0.2647058823529412,13,76,0.17105263157894737,5,14,0.35714285714285715,,,,0.5220000743865967,60.01100015640259,60.533000230789185,105,3264,1
utils.js,,0.32564631103521485,DynaMOSA,,true,0.2878787878787879,11,34,0.3235294117647059,17,76,0.2236842105263158,6,14,0.42857142857142855,,,,0.5450000762939453,60.019999980926514,60.56500005722046,97,3025,1
utils.js,,0.32564631103521485,DynaMOSA,,true,0.45454545454545453,19,34,0.5588235294117647,25,76,0.32894736842105265,7,14,0.5,,,,0.5109999179840088,60.02500009536743,60.53600001335144,112,3480,1
utils.js,,0.32564631103521485,DynaMOSA,,true,0.5,21,34,0.6176470588235294,28,76,0.3684210526315789,8,14,0.5714285714285714,,,,0.5909998416900635,60.01699995994568,60.60799980163574,89,2784,1
view.js,,0.32564631103521485,DynaMOSA,,true,0.08695652173913043,1,16,0.0625,7,56,0.125,1,5,0.2,,,,0.6490001678466797,60.00200009346008,60.65100026130676,84,2616,1
init.js,,0.32564631103521485,DynaMOSA,,true,0.5,0,2,0,1,11,0.09090909090909091,1,2,0.5,,,,0.5659999847412109,60.013999938964844,60.579999923706055,99,3079,1
query.js,,0.32564631103521485,DynaMOSA,,true,0.625,4,6,0.6666666666666666,8,16,0.5,1,2,0.5,,,,0.5490000247955322,60.01699995994568,60.56599998474121,98,3039,1
layer.js,,0.32564631103521485,DynaMOSA,,true,0.41935483870967744,9,22,0.4090909090909091,27,63,0.42857142857142855,4,5,0.8,,,,0.8799998760223389,60.026000022888184,60.90599989891052,63,1971,1
route.js,,0.32564631103521485,DynaMOSA,,true,0.2894736842105263,6,30,0.2,19,75,0.25333333333333335,5,8,0.625,,,,0.8009998798370361,60.03500008583069,60.835999965667725,67,2082,1
